ds,y,yhat,yhat_lower,yhat_upper,residual,resid_z,anomaly_breach,anomaly_z3,anomaly_any,severity
2019-07-13 03:00:00,1676973,1617589.7960137161,1423260.281062701,1799845.6198231578,59383.20398628386,-1.225151725953034,0,0,0,0.12251517259530341
2019-07-13 03:05:00,1915328,1619377.481571448,1430635.3985433443,1816796.2975096176,295950.51842855196,0.4030413366507873,1,0,1,1.0403041336650787
2019-07-13 03:10:00,1925056,1621229.5172579489,1430915.684739073,1811040.4826804206,303826.4827420511,0.4572482776510161,1,0,1,1.0457248277651017
2019-07-13 03:15:00,1705299,1623142.5292503247,1429050.6866579158,1807850.0823126673,82156.4707496753,-1.0684129345253242,0,0,0,0.10684129345253242
2019-07-13 03:20:00,1615273,1625112.7946481695,1423860.1562486996,1828577.0837109794,-9839.79464816954,-1.7015844335524442,0,0,0,0.17015844335524444
2019-07-13 03:25:00,1665812,1627136.2467956364,1432425.6505895874,1815237.0472271973,38675.75320436363,-1.367672377154663,0,0,0,0.1367672377154663
2019-07-13 03:30:00,1621862,1629208.4833748273,1435058.7067942673,1820268.5577182202,-7346.483374827309,-1.684424023511274,0,0,0,0.1684424023511274
2019-07-13 03:35:00,1637435,1631324.777247109,1430596.6808759554,1811599.0352851055,6110.222752891015,-1.5918071900560493,0,0,0,0.15918071900560493
2019-07-13 03:40:00,1676399,1633480.090094562,1453630.8071336641,1822405.4123458874,42918.90990543808,-1.3384685189609888,0,0,0,0.13384685189609888
2019-07-13 03:45:00,1680215,1635669.088822362,1438030.0876443977,1831906.62229843,44545.91117763799,-1.3272705553264565,0,0,0,0.13272705553264566
2019-07-13 03:50:00,1705750,1637886.164687104,1441622.8479641196,1830595.3793944314,67863.83531289594,-1.1667831168954197,0,0,0,0.11667831168954197
2019-07-13 03:55:00,1664683,1640125.4551070344,1446721.4062844324,1818804.1367377734,24557.544892965583,-1.4648420511783486,0,0,0,0.14648420511783486
2019-07-13 04:00:00,1664172,1642380.8680419468,1460293.6199590014,1849822.2384876136,21791.131958053214,-1.4838821047865194,0,0,0,0.14838821047865194
2019-07-13 04:05:00,1683215,1644646.1088775943,1447261.6195746176,1855151.151325496,38568.89112240565,-1.3684078638000163,0,0,0,0.13684078638000163
2019-07-13 04:10:00,1690032,1646914.7096562325,1446688.4721747003,1826492.3111540556,43117.2903437675,-1.3371031500628983,0,0,0,0.13371031500628983
2019-07-13 04:15:00,1685351,1649180.06054325,1451179.753517018,1841013.554929399,36170.93945674994,-1.38491195387554,0,0,0,0.138491195387554
2019-07-13 04:20:00,1650578,1651435.4432965675,1462019.8051517766,1846133.9438098646,-857.4432965675369,-1.6397626971429642,0,0,0,0.16397626971429644
2019-07-13 04:25:00,1676443,1653674.066655,1462175.1242669346,1859082.9246297937,22768.933345000027,-1.4771523101883746,0,0,0,0.14771523101883746
2019-07-13 04:30:00,1732922,1655889.103343091,1459700.599532167,1829766.3329391538,77032.89665690903,-1.1036763343455664,0,0,0,0.11036763343455665
2019-07-13 04:35:00,1751998,1658073.7285315427,1480528.0382489737,1855393.7082219694,93924.2714684573,-0.9874201247722211,0,0,0,0.09874201247722211
2019-07-13 04:40:00,1789891,1660221.1594973714,1459966.9183969072,1852175.4641771219,129669.84050262859,-0.7413984473588481,0,0,0,0.07413984473588481
2019-07-13 04:45:00,1772397,1662324.6962378966,1475027.82430972,1872289.7844129936,110072.30376210343,-0.8762800282749367,0,0,0,0.08762800282749367
2019-07-13 04:50:00,1773659,1664377.7627709287,1462512.4084789106,1881949.0787880202,109281.23722907132,-0.8817246056214629,0,0,0,0.0881724605621463
2019-07-13 04:55:00,1848463,1666373.9488615973,1464533.314392171,1863320.325972399,182089.05113840266,-0.38061912623600436,0,0,0,0.03806191262360044
2019-07-13 05:00:00,2242384,1668307.0518763787,1464739.1384566715,1862575.7194633828,574076.9481236213,2.31726826366269,1,0,1,1.231726826366269
2019-07-13 05:05:00,1870772,1670171.1184918175,1483357.950062509,1860312.3120725662,200600.8815081825,-0.25321000441698044,1,0,1,1.025321000441698
2019-07-13 05:10:00,1835921,1671960.4859626894,1490154.908067433,1864221.538942612,163960.5140373106,-0.5053902021250927,0,0,0,0.05053902021250927
2019-07-13 05:15:00,2270672,1673669.8226454544,1474849.0270226817,1858674.5969848589,597002.1773545456,2.4750529486704,1,0,1,1.24750529486704
2019-07-13 05:20:00,1957364,1675294.1674990535,1472608.2662272323,1856633.8864967788,282069.8325009465,0.3075064290292817,1,0,1,1.030750642902928
2019-07-13 05:25:00,1837977,1676828.9682545261,1489481.7657954483,1866565.7407710974,161148.03174547385,-0.524747331689085,0,0,0,0.05247473316890851
2019-07-13 05:30:00,1742514,1678270.117966727,1484312.5745671247,1863721.0593515437,64243.88203327311,-1.1916977287500943,0,0,0,0.11916977287500943
2019-07-13 05:35:00,1766953,1679613.9896752285,1487813.0504977996,1868515.9162823758,87339.01032477152,-1.0327437001565134,0,0,0,0.10327437001565135
2019-07-13 05:40:00,1732096,1680857.4688860367,1497425.9745175259,1869283.554992348,51238.53111396334,-1.2812080746466572,0,0,0,0.12812080746466573
2019-07-13 05:45:00,1865658,1681997.9836273128,1494205.809230953,1888028.372727309,183660.01637268718,-0.3698068350195098,0,0,0,0.03698068350195098
2019-07-13 05:50:00,1873796,1683033.5317983173,1481648.5563547676,1874314.92293212,190762.46820168267,-0.32092365425249647,0,0,0,0.032092365425249646
2019-07-13 05:55:00,1844867,1683962.705609595,1464900.5629449864,1849092.7101092087,160904.29439040506,-0.5264248731176464,0,0,0,0.052642487311764644
